PUMA 00506 Ancestries >1% of Total Population
American
British
Eastern.European
English
European
French..except.Basque.
German
Irish
Italian
Polish
Portuguese
Russian
Scottish
Subsaharan.African...Ethiopian
Swedish
West.Indian..except.Hispanic.groups....Haitian
Unclassified.or.not.reported
Other
