PUMA 00505 Ancestries >1% of Total Population
American
Armenian
Eastern.European
English
European
French..except.Basque.
French.Canadian
German
Greek
Irish
Italian
Polish
Russian
Scottish
Swedish
Unclassified.or.not.reported
Other
